,grenoble_m3-2,grenoble_m3-11,grenoble_m3-13,grenoble_m3-14,grenoble_m3-15,grenoble_m3-16,grenoble_m3-18,grenoble_m3-20,grenoble_m3-21,grenoble_m3-22,grenoble_m3-24,grenoble_m3-25,grenoble_m3-26,grenoble_m3-27,grenoble_m3-28,grenoble_m3-30,grenoble_m3-31,grenoble_m3-32,grenoble_m3-177,grenoble_m3-178,grenoble_m3-179,grenoble_m3-181,grenoble_m3-182,grenoble_m3-183,grenoble_m3-184,grenoble_m3-185,grenoble_m3-188,grenoble_m3-189,grenoble_m3-191,grenoble_m3-192,grenoble_m3-193,grenoble_m3-195,grenoble_m3-196,grenoble_m3-197,grenoble_m3-198,grenoble_m3-199,grenoble_m3-200,grenoble_m3-201,grenoble_m3-202,grenoble_m3-203,grenoble_m3-204,grenoble_m3-205,grenoble_m3-207,grenoble_m3-208,grenoble_m3-209,grenoble_m3-210,grenoble_m3-211,grenoble_m3-212,grenoble_m3-214,grenoble_m3-215,grenoble_m3-216,grenoble_m3-218,grenoble_m3-219,grenoble_m3-220,grenoble_m3-221,grenoble_m3-222,grenoble_m3-223,grenoble_m3-224,grenoble_m3-225,grenoble_m3-226,grenoble_m3-227,grenoble_m3-228,grenoble_m3-229,grenoble_m3-230,grenoble_m3-231,grenoble_m3-232,grenoble_m3-233,grenoble_m3-234,grenoble_m3-235,grenoble_m3-236,grenoble_m3-237,grenoble_m3-238,grenoble_m3-239,grenoble_m3-240,grenoble_m3-241,grenoble_m3-244,grenoble_m3-245,grenoble_m3-246,grenoble_m3-247,grenoble_m3-248,grenoble_m3-249,grenoble_m3-250,grenoble_m3-252,grenoble_m3-254,grenoble_m3-255,grenoble_m3-256,grenoble_m3-257,grenoble_m3-259,grenoble_m3-260,grenoble_m3-261,grenoble_m3-264,grenoble_m3-265,grenoble_m3-267,grenoble_m3-269,grenoble_m3-270,grenoble_m3-271,grenoble_m3-272,grenoble_m3-273,grenoble_m3-274,grenoble_m3-275,grenoble_m3-276,grenoble_m3-277,grenoble_m3-278,grenoble_m3-279,grenoble_m3-280,grenoble_m3-282,grenoble_m3-283,grenoble_m3-284,grenoble_m3-285,grenoble_m3-286,grenoble_m3-288,grenoble_m3-289,grenoble_m3-290,grenoble_m3-293,grenoble_m3-297,grenoble_m3-298,grenoble_m3-299,grenoble_m3-303,grenoble_m3-307,grenoble_m3-309,grenoble_m3-310,grenoble_m3-311,grenoble_m3-312,grenoble_m3-313,grenoble_m3-314,grenoble_m3-317,grenoble_m3-318,grenoble_m3-321,grenoble_m3-322,grenoble_m3-324,grenoble_m3-325
grenoble_m3-219,7.1,10.14,11.94,4.97,5.390000000000001,8.29,6.7299999999999995,7.41,8.0,20.81,6.22,5.63,9.89,6.94,6.5,5.38,5.08,4.9399999999999995,7.73,5.0,26.51,6.81,4.91,5.99,35.11,11.95,8.07,32.11,21.31,17.61,31.51,4.4,25.11,5.82,14.510000000000002,8.969999999999999,10.479,4.76,13.31,5.58,8.881,7.85,9.201,35.379,7.922,6.966,10.16,9.841,8.241,8.88,15.866,7.602,0.0,8.562,9.201,6.013,25.918,8.561,8.24,9.2,7.286,9.2,12.15,22.432,20.992,7.28,34.011,16.35,9.27,4.34,19.31,15.338,16.91,10.165,13.31,14.010000000000002,5.7,9.62,7.13,18.61,10.59,7.64,5.54,15.91,41.41,5.13,30.61,9.3,14.510000000000002,7.17,47.31,21.81,7.22,10.69,25.81,5.75,5.54,5.75,5.640000000000001,8.379999999999999,5.92,5.12,6.77,6.36,24.31,14.510000000000002,7.22,5.8100000000000005,230.21,54.01,18.31,6.51,8.56,2.689,2.618,2.675,2.777,2.661,2.662,2.73,2.655,2.72,2.625,2.757,2.801,2.729,2.668,2.673,2.737,2.737,2.651
grenoble_m3-220,8.93,11.97,13.77,6.8,7.220000000000001,10.12,8.559999999999999,9.24,9.83,22.64,8.05,7.46,11.72,8.77,8.33,7.21,6.91,6.77,9.56,6.83,28.34,8.64,6.74,7.82,36.94,13.78,9.9,33.94,23.14,19.44,33.34,6.23,26.94,7.606,16.34,16.94,25.84,12.581,21.26,7.41,37.44,9.68,32.564,16.554,9.234,10.293,8.241,6.96,6.645,9.2,7.926,8.242,8.562,0.0,8.881,7.281,7.285,6.013,7.279,7.6,6.325,6.325,24.475,7.926,28.885,7.92,12.445,7.925,32.38,6.966,9.693,8.559,12.533,8.239,15.14,7.606,29.918,7.781,8.56,9.521,7.925,9.47,7.37,9.199,43.24,34.432,32.44,11.13,16.34,9.0,17.146,23.64,9.05,12.52,27.64,7.58,7.37,7.58,7.470000000000001,10.21,7.75,6.95,8.6,8.190000000000001,26.14,16.34,9.05,7.640000000000001,232.04,55.84,20.14,8.34,7.919,9.84,8.24,7.6,8.559,4.491,4.492,4.5600000000000005,4.485,4.55,4.455,4.587,4.631,4.559,4.498,4.503,4.567,4.567,4.481
grenoble_m3-221,16.09,19.13,20.93,13.96,14.38,17.28,15.72,16.4,16.99,29.8,15.21,14.62,18.88,15.93,15.489999999999998,14.37,14.07,13.93,16.72,13.989999999999998,35.5,15.8,13.9,14.98,44.099999999999994,20.94,17.06,41.099999999999994,30.3,26.6,40.5,13.39,34.099999999999994,14.81,23.5,17.96,7.279,44.268,22.299999999999997,14.026,10.939,9.014,20.943,14.691,20.943,7.6,9.52,8.561,9.708,17.722,7.92,7.921,9.201,8.881,0.0,8.569,19.667,6.959,20.583,8.912,12.539,8.24,7.599,16.649,13.86,6.012,24.7,15.94,18.26,7.925,28.3,25.458,25.9,22.227,22.299999999999997,8.752,14.69,6.96,16.119999999999997,27.6,19.58,16.63,14.53,24.9,50.400000000000006,14.12,39.599999999999994,18.29,23.5,16.16,56.3,30.8,16.21,19.68,34.8,14.739999999999998,14.53,14.739999999999998,14.63,17.369999999999997,14.91,14.11,15.759999999999998,15.35,33.3,23.5,16.21,14.8,239.2,63.0,27.3,15.5,8.559,7.599,11.608,11.665,11.767,11.651,11.652,11.72,11.645,11.71,11.614999999999998,11.747,11.791,11.719,11.658,11.662999999999998,11.727,11.727,11.641
grenoble_m3-222,12.97,16.009999999999998,17.810000000000002,10.84,11.26,14.16,12.6,13.28,13.87,26.68,12.09,11.5,15.76,12.81,12.37,11.25,10.95,10.81,13.6,10.87,32.38,12.68,10.78,11.86,40.98,17.82,13.94,37.98,27.18,23.48,37.38,10.27,30.979999999999997,50.428,8.881,14.84,9.208,9.84,15.003,11.307,9.199,7.6,8.56,25.053,6.013,7.926,7.28,8.561,12.533,7.489,10.167,7.61,6.013,7.281,8.569,0.0,6.326,8.24,8.24,8.881,9.209,8.24,8.56,7.921,20.128,6.327,9.497,6.331,6.645,8.877,9.52,29.211,7.92,8.24,25.569,7.28,8.456,10.98,12.859,20.185,18.382,13.51,11.41,21.78,47.28,11.0,36.48,15.17,9.52,13.04,15.012,27.68,13.09,16.560000000000002,31.68,11.62,11.41,11.62,11.51,14.25,11.79,10.99,58.257,12.23,30.18,20.380000000000003,13.09,11.68,236.08,59.879999999999995,24.18,12.38,8.569,6.326,8.488,8.247,8.245,8.531,8.532,8.6,8.525,8.59,8.495,8.627,8.671,8.599,8.538,8.543,8.607,8.607,8.521
grenoble_m3-223,18.39,21.43,23.23,16.259999999999998,16.68,19.58,18.02,18.7,19.29,32.1,17.509999999999998,16.92,21.18,18.23,17.79,16.67,16.37,16.23,19.02,16.29,37.8,18.1,16.2,17.28,46.4,23.24,19.36,43.4,32.6,28.9,42.8,15.69,36.4,17.11,13.541,20.26,35.3,10.159,9.2,16.87,8.176,19.14,26.4,7.281,9.2,16.79,7.563,8.561,6.96,6.012,26.562,8.559,25.918,7.285,19.667,6.326,0.0,9.522,9.201,14.774,7.607,8.56,8.882,27.012,19.352,8.889,27.084,6.326,6.014,6.647,8.643,9.201,28.2,16.57,24.6,9.2,16.990000000000002,20.91,18.42,29.9,21.880000000000003,18.93,23.587,12.261,52.7,16.42,41.9,20.59,13.541,18.46,58.6,33.1,18.51,21.98,37.1,17.04,16.83,17.04,16.93,19.67,17.21,16.41,18.06,17.65,35.6,25.8,18.51,17.1,241.5,65.3,29.6,17.8,12.448,13.979,13.908,13.965,14.067,13.951,13.952,14.02,13.945,14.01,13.915,14.047,14.091,14.019,13.958,13.963,14.027,14.027,13.941
grenoble_m3-224,7.44,10.48,12.28,5.31,5.73,8.629999999999999,7.069999999999999,7.75,8.34,21.15,6.56,5.97,10.23,7.28,6.84,5.72,5.42,5.279999999999999,8.07,5.34,26.85,7.1499999999999995,5.25,6.33,35.449999999999996,12.29,8.41,32.449999999999996,21.65,17.95,31.85,4.74,7.28,6.966,14.85,12.128,24.35,7.286,22.747,23.137,8.88,7.293,8.239,11.621,12.23,10.081,10.159,25.731,8.559,6.326,8.239,7.28,8.561,6.013,6.959,8.24,9.522,0.0,10.07,10.48,7.281,7.615,11.638,8.241,23.908,8.241,8.24,10.61,7.921,8.241,18.815,9.708,13.543,15.921,7.927,10.16,10.661,29.531,21.926,9.521,10.93,7.28,12.261,11.941,41.75,5.47,30.95,9.64,14.85,7.51,47.65,22.15,7.56,11.03,26.15,6.09,5.88,6.09,5.98,8.719999999999999,6.26,5.46,7.92,6.7,24.65,14.85,7.56,6.15,230.55,54.349999999999994,18.65,6.85,9.2,8.88,2.9579999999999997,3.0149999999999997,3.117,3.001,3.002,3.07,2.9949999999999997,3.0599999999999996,2.965,3.097,3.141,3.069,3.008,3.013,3.077,3.077,2.9909999999999997
grenoble_m3-225,21.29,24.33,26.13,19.159999999999997,19.58,22.479999999999997,20.92,21.6,22.19,35.0,20.409999999999997,19.82,24.08,21.13,20.69,19.57,19.27,19.13,21.92,19.19,40.7,21.0,19.1,20.18,49.3,26.14,22.26,46.3,35.5,31.799999999999997,45.7,18.59,39.3,20.01,28.7,23.159999999999997,38.2,18.95,7.925,19.77,27.747,22.04,29.299999999999997,10.479,26.08,15.84,33.8,9.2,8.952,7.599,9.2,24.404,8.24,7.279,20.583,8.24,9.201,10.07,0.0,9.839,7.601,8.241,8.88,18.747,16.052,7.281,19.343,33.712,13.869,8.306,15.962,22.08,31.1,10.294,8.881,16.853,40.277,17.103,21.32,32.8,20.034,19.299,17.561,30.1,55.6,19.32,44.8,23.49,28.7,21.36,61.5,36.0,21.409999999999997,24.88,40.0,19.94,19.729999999999997,19.94,19.83,22.57,20.11,19.31,20.959999999999997,20.549999999999997,38.5,28.7,21.409999999999997,20.0,244.4,68.19999999999999,32.5,20.7,7.616,10.661,16.808,16.865,16.967,16.851,16.852,16.919999999999998,16.845,16.91,16.814999999999998,16.947,16.991,16.918999999999997,16.857999999999997,16.863,16.927,16.927,16.840999999999998
grenoble_m3-226,9.75,12.79,14.59,7.62,8.040000000000001,10.94,9.38,10.06,10.65,23.46,8.870000000000001,8.280000000000001,12.54,9.59,9.15,8.030000000000001,7.73,7.59,10.38,7.65,29.16,9.46,7.56,8.64,37.76,14.6,10.72,34.76,23.96,20.26,34.160000000000004,7.050000000000001,27.76,8.47,17.16,11.62,26.66,20.587,6.967,8.23,8.88,10.5,24.596,8.56,14.54,8.56,33.314,10.159,16.553,20.02,19.651,7.867,9.2,7.6,8.912,8.881,14.774,10.48,9.839,0.0,8.88,7.921,12.307,7.282,11.634,9.528,31.529,7.601,6.654,8.881,9.521,9.201,19.56,8.241,8.189,7.92,19.203,8.56,8.562,21.225,13.240000000000002,23.777,7.92,10.59,44.06,8.56,33.26,11.95,8.24,9.82,12.459,24.46,9.87,13.34,28.46,8.4,8.190000000000001,8.4,8.290000000000001,11.03,8.57,7.77,9.2,9.010000000000002,26.96,17.16,9.87,19.022,232.86,56.66,20.96,9.16,8.246,7.28,10.16,7.936,5.4270000000000005,5.311,5.312,5.380000000000001,5.305000000000001,5.37,5.275,5.407,5.4510000000000005,5.379,5.3180000000000005,5.323,5.3870000000000005,5.3870000000000005,5.301
grenoble_m3-227,16.39,19.43,21.23,14.26,14.68,17.58,16.02,16.7,17.29,30.1,15.51,14.92,19.18,16.23,15.79,14.67,14.37,14.23,17.02,14.29,35.8,16.1,14.2,15.28,44.4,21.24,17.36,41.4,30.6,26.9,40.8,13.69,34.4,15.11,23.8,18.26,33.3,14.05,22.6,14.87,6.959,17.14,24.4,64.726,21.18,11.891,17.561,8.81,10.763,8.24,7.599,6.325,7.286,6.325,12.539,9.209,7.607,7.281,7.601,8.88,0.0,7.286,9.548,14.603,7.607,9.839,10.16,18.779,7.92,8.239,9.847,15.034,7.6,8.559,22.6,17.241,8.56,10.158,16.42,8.879,8.879,8.881,7.279,9.966,50.7,14.42,39.9,18.59,7.919,16.46,56.6,31.1,16.509999999999998,19.98,35.1,15.04,14.83,15.04,14.93,17.67,15.21,14.41,8.748,15.65,33.6,23.8,16.509999999999998,15.1,239.5,63.3,27.6,15.8,7.92,22.222,11.908,11.965,12.067,11.951,11.952,12.02,11.945,12.01,11.915,12.047,12.091,12.019,11.958,11.963,12.027,12.027,11.941
grenoble_m3-228,7.539999999999999,10.58,12.38,5.41,5.83,8.73,7.17,7.85,8.44,21.25,6.66,6.07,10.33,7.380000000000001,6.9399999999999995,5.82,5.52,5.38,8.17,5.4399999999999995,26.95,7.25,5.35,6.43,35.55,12.39,8.51,32.55,21.75,18.05,31.95,4.84,25.549999999999997,7.286,14.95,9.41,41.777,5.199999999999999,20.448,19.663,6.96,7.286,15.55,7.92,12.33,7.605,6.966,6.325,8.56,7.286,7.925,8.249,9.2,6.325,8.24,8.24,8.56,7.615,8.241,7.921,7.286,0.0,22.266,10.613,16.963,7.919,7.927,14.454,9.841,12.902,9.201,9.841,7.939,10.162,19.377,6.646,6.140000000000001,7.285,8.857,8.88,7.286,7.6,8.239,19.174,41.85,7.601,31.049999999999997,9.74,16.412,7.609999999999999,7.28,22.25,7.66,11.13,18.702,6.1899999999999995,5.98,6.1899999999999995,6.08,8.82,6.359999999999999,5.5600000000000005,8.24,6.800000000000001,24.75,14.95,7.66,6.25,230.65,54.45,18.75,6.949999999999999,7.6,6.646,17.139,3.115,3.2169999999999996,3.101,3.102,3.17,3.095,3.16,3.065,3.197,3.2409999999999997,3.169,3.108,3.113,3.177,3.177,3.0909999999999997
grenoble_m3-229,14.829999999999998,17.869999999999997,19.67,12.7,13.12,16.02,14.46,15.14,15.73,28.54,13.95,13.36,17.619999999999997,14.67,14.23,13.11,12.81,12.67,15.46,12.73,34.24,14.54,12.64,13.72,42.84,19.68,15.8,39.84,29.04,25.34,39.24,12.13,32.839999999999996,13.55,22.24,16.7,31.74,12.489999999999998,21.04,13.31,12.845,15.579999999999998,22.84,18.1,19.619999999999997,13.23,27.339999999999996,7.279,32.54,26.44,34.032,24.304,12.15,24.475,7.599,8.56,8.882,11.638,8.88,12.307,9.548,22.266,0.0,6.646,9.2,9.84,12.261,22.266,8.24,8.881,8.24,9.479,23.088,9.635,21.04,7.605,32.268,7.919,24.07,55.613,35.963,8.88,25.737,8.568,49.14,12.86,38.34,17.03,22.24,14.9,25.799,29.54,14.95,18.42,33.54,13.48,13.27,13.48,13.37,16.11,13.65,12.85,14.5,14.09,32.04,22.24,14.95,13.54,237.94,61.739999999999995,26.04,14.239999999999998,9.84,10.419,10.348,10.405,10.507,10.391,10.392,10.46,10.385,10.45,10.355,10.487,10.531,10.459,10.398,10.403,10.467,10.467,10.381
grenoble_m3-230,7.17,10.21,12.01,5.039999999999999,5.46,8.36,6.799999999999999,7.48,8.07,20.880000000000003,6.289999999999999,5.699999999999999,9.96,7.01,6.57,5.449999999999999,5.15,5.01,7.799999999999999,5.07,26.58,6.879999999999999,4.98,6.06,35.18,12.02,8.14,32.18,21.380000000000003,17.68,31.58,4.47,25.18,10.661,14.58,9.04,8.88,17.422,8.559,5.65,7.92,7.92,15.18,6.959,11.96,9.199,60.188,6.96,24.880000000000003,21.467,12.22,65.12,22.432,7.926,16.649,7.921,27.012,8.241,18.747,7.282,14.603,10.613,6.646,0.0,12.859,34.997,7.601,6.646,14.586,8.88,22.363,16.571,12.22,10.161,9.2,6.012,9.519,9.199,7.199999999999999,10.35,9.706,7.6,7.919,18.436,18.405,7.92,30.68,9.37,7.92,7.24,44.935,21.880000000000003,7.289999999999999,10.76,25.880000000000003,5.82,5.609999999999999,5.82,5.71,8.45,5.99,5.1899999999999995,6.326,6.43,24.380000000000003,14.58,7.289999999999999,15.327,230.28,54.08,18.380000000000003,6.58,8.879,17.561,7.92,2.7449999999999997,2.8469999999999995,2.731,2.732,2.8,2.7249999999999996,2.79,2.695,2.827,2.8709999999999996,2.799,2.738,2.743,2.807,2.807,2.7209999999999996
grenoble_m3-231,22.09,25.13,26.93,19.96,20.38,23.28,21.72,22.4,22.99,35.8,21.21,20.619999999999997,24.88,21.93,21.49,20.369999999999997,20.07,19.93,22.72,19.99,41.5,21.799999999999997,19.9,20.98,50.099999999999994,26.94,23.06,47.099999999999994,36.3,32.6,46.5,19.39,40.099999999999994,20.81,29.5,23.96,39.0,19.75,28.299999999999997,20.57,8.88,22.84,30.1,25.36,26.88,8.239,34.599999999999994,7.6,39.8,68.239,7.964,7.286,20.992,28.885,13.86,20.128,19.352,23.908,16.052,11.634,7.607,16.963,9.2,12.859,0.0,6.012,7.698,19.637,6.96,9.735,6.96,9.771,16.925,8.255,8.881,7.92,8.879,18.841,9.519,33.599999999999994,25.58,22.63,8.559,30.9,56.400000000000006,9.2,45.599999999999994,24.29,29.5,22.16,62.3,36.8,22.21,25.68,40.8,20.74,20.53,20.74,20.63,23.369999999999997,20.91,20.11,8.239,21.35,39.3,29.5,22.21,20.8,245.2,69.0,33.3,21.5,27.309,17.679,17.608,17.665,17.767,17.651,17.652,17.72,17.645,17.71,17.615,17.747,17.791,17.718999999999998,17.657999999999998,17.663,17.727,17.727,17.641
grenoble_m3-232,8.17,11.21,13.01,6.039999999999999,6.46,9.36,7.799999999999999,8.48,9.07,21.880000000000003,7.289999999999999,6.699999999999999,10.96,8.01,7.57,6.449999999999999,6.15,6.01,8.799999999999999,6.07,27.58,7.879999999999999,5.98,7.06,36.18,13.02,9.14,33.18,22.380000000000003,18.68,32.58,5.47,14.682,6.326,15.58,10.04,7.606,9.2,10.667,24.877,8.56,20.169,48.307,14.326,12.96,9.84,34.236,7.6,9.84,15.961,8.879,6.326,7.28,7.92,6.012,6.327,8.889,8.241,7.281,9.528,9.839,7.919,9.84,34.997,6.012,0.0,8.881,7.601,12.214,6.642,7.602,7.28,18.485,9.322,20.116,6.965,7.6,16.689,8.56,7.92,11.94,8.56,7.601,8.241,17.561,8.559,31.68,14.181,6.013,56.429,13.673,22.880000000000003,8.29,11.76,9.52,19.405,6.326,6.82,6.71,9.45,6.99,6.1899999999999995,8.561,7.43,25.380000000000003,18.388,8.29,22.09,231.28,55.08,19.380000000000003,7.58,7.92,7.287,11.942,9.054,3.846999999999999,3.731,3.732,3.8,3.725,3.79,3.695,3.827,3.871,3.799,3.738,3.743,3.807,3.807,3.721
grenoble_m3-233,18.39,21.43,23.23,16.259999999999998,16.68,19.58,18.02,18.7,19.29,32.1,17.509999999999998,16.92,21.18,18.23,17.79,16.67,16.37,16.23,19.02,16.29,37.8,18.1,16.2,17.28,46.4,23.24,19.36,43.4,32.6,28.9,42.8,15.69,36.4,17.11,25.8,20.26,35.3,16.05,24.6,16.87,8.239,19.14,26.4,31.128,23.18,7.916,30.9,10.932,36.1,18.069,23.44,8.879,34.011,12.445,24.7,9.497,27.084,8.24,19.343,31.529,10.16,7.927,12.261,7.601,7.698,8.881,0.0,33.502,10.48,6.966,7.929,9.84,9.84,7.601,8.241,10.159,19.13,10.159,28.568,29.9,21.880000000000003,8.559,68.814,8.05,52.7,16.42,41.9,20.59,25.8,18.46,58.6,33.1,18.51,21.98,37.1,17.04,16.83,17.04,16.93,19.67,17.21,16.41,6.645,17.65,35.6,25.8,18.51,17.1,241.5,65.3,29.6,17.8,140.5,7.92,13.908,13.965,14.067,13.951,13.952,14.02,13.945,14.01,13.915,14.047,14.091,14.019,13.958,13.963,14.027,14.027,13.941
grenoble_m3-234,9.63,12.67,14.47,7.5,7.92,10.82,9.26,9.94,10.53,23.340000000000003,8.75,8.16,12.42,9.47,9.03,7.91,7.61,7.470000000000001,10.26,7.53,29.04,9.34,7.44,8.52,37.64,14.48,10.6,34.64,23.840000000000003,20.14,34.04,6.93,27.64,8.35,17.04,11.5,26.54,7.29,15.84,15.455,11.626,10.38,17.64,12.9,55.505,8.030000000000001,22.14,6.326,12.223,21.24,10.666,8.152,16.35,7.925,15.94,6.331,6.326,10.61,33.712,7.601,18.779,14.454,22.266,6.646,19.637,7.601,33.502,0.0,10.169,10.229,7.28,10.48,10.745,6.64,23.891,10.159,9.2,9.199,8.879,23.123,8.241,59.466,9.075,9.84,43.940000000000005,69.168,33.14,11.83,7.607,6.641,20.344,24.340000000000003,9.75,13.22,28.340000000000003,8.280000000000001,6.647,8.280000000000001,8.17,10.91,8.45,7.65,14.681,8.89,7.286,38.349,9.75,8.34,232.74,56.54,20.840000000000003,9.04,8.88,5.219,5.148000000000001,5.205,5.307,5.191,5.192,5.26,5.1850000000000005,5.25,5.155,5.287,5.331,5.259,5.198,5.203,5.267,5.267,5.181
grenoble_m3-235,11.95,14.989999999999998,16.79,9.82,10.24,13.14,11.579999999999998,12.26,12.85,25.66,11.07,10.48,14.739999999999998,11.79,11.35,10.23,9.93,9.79,12.579999999999998,9.85,31.36,11.66,9.76,10.84,39.96,16.8,12.92,36.96,26.16,22.46,36.36,9.25,29.959999999999997,10.67,19.36,13.82,28.86,9.61,18.16,10.43,19.16,12.7,19.96,15.22,16.74,10.35,24.459999999999997,31.86,29.66,23.56,7.609,39.469,9.27,32.38,18.26,6.645,6.014,7.921,13.869,6.654,7.92,9.841,8.24,14.586,6.96,12.214,10.48,10.169,0.0,9.067,8.56,10.48,8.881,45.686,7.921,9.199,9.199,10.16,11.621,16.795,15.44,20.019,9.839,20.76,46.260000000000005,9.519,35.46,14.15,9.402,12.02,28.248,26.66,12.07,15.54,30.66,10.6,10.39,10.6,10.49,13.23,10.77,9.97,22.863,11.21,29.16,19.36,12.07,10.66,235.06,58.86,23.16,11.36,134.06,7.539,7.468,7.525,7.627,7.510999999999999,7.512,7.58,7.505,7.569999999999999,7.475,7.606999999999999,7.651,7.579,7.518,7.523,7.587,7.587,7.501
grenoble_m3-236,7.02,10.06,11.86,4.89,5.3100000000000005,8.21,6.6499999999999995,7.33,7.92,20.73,6.14,5.55,9.81,6.86,6.42,5.3,5.0,4.859999999999999,7.65,4.92,26.43,6.7299999999999995,4.83,5.91,35.03,11.87,7.99,32.03,21.23,17.53,31.43,4.32,25.03,5.74,14.43,8.89,23.93,4.68,13.23,5.5,14.23,57.767,15.03,6.645,11.81,14.88,11.534,8.758,7.279,18.63,7.926,22.677,4.34,6.966,7.925,8.877,6.647,8.241,8.306,8.881,8.239,12.902,8.881,8.88,9.735,6.642,6.966,10.229,9.067,0.0,7.606,8.56,8.889,7.927,7.92,6.96,22.006,9.199,8.569,21.225,9.519,11.626,7.28,8.559,41.330000000000005,21.046,26.798,14.371,6.966,7.09,8.239,8.854,7.14,10.61,9.519,5.67,7.287,5.67,7.615,8.3,7.285,5.04,6.655,6.28,53.91,14.43,7.14,9.52,230.13,6.646,18.23,6.43,9.84,8.24,2.538,2.595,2.697,2.581,2.582,2.65,2.5749999999999997,2.6399999999999997,2.545,2.677,2.721,2.649,2.588,2.593,2.657,2.657,2.5709999999999997
grenoble_m3-237,21.99,25.03,26.83,19.86,20.28,23.18,21.62,22.3,22.89,35.7,21.11,20.520000000000003,24.78,21.83,21.39,20.270000000000003,19.97,19.83,22.62,19.89,41.400000000000006,21.700000000000003,19.8,20.880000000000003,50.0,26.840000000000003,22.96,47.0,36.2,32.5,46.400000000000006,19.290000000000003,40.0,20.71,29.4,23.86,38.900000000000006,11.621,28.200000000000003,20.47,29.200000000000003,22.74,30.0,10.352,26.78,10.16,34.5,32.589,13.222,33.6,27.04,9.199,19.31,9.693,28.3,9.52,8.643,18.815,15.962,9.521,9.847,9.201,8.24,22.363,6.96,7.602,7.929,7.28,8.56,7.606,0.0,8.56,8.561,9.67,6.327,6.646,7.92,6.325,7.926,13.129,10.666,22.53,8.879,14.749,56.3,10.034,45.5,24.19,9.223,22.06,11.78,36.7,22.11,25.58,40.7,20.64,20.43,20.64,20.53,23.270000000000003,20.81,20.01,21.66,21.25,39.2,29.4,22.11,20.700000000000003,245.1,68.9,33.2,21.4,144.1,17.579,17.508000000000003,17.565,17.667,17.551000000000002,17.552000000000003,17.62,17.545,17.610000000000003,17.515,17.647000000000002,17.691000000000003,17.619,17.558,17.563000000000002,17.627000000000002,17.627000000000002,17.541
grenoble_m3-238,10.57,13.61,15.41,8.44,8.86,11.76,10.2,10.88,11.47,24.28,9.69,9.1,13.36,10.41,9.97,8.85,8.55,8.41,11.2,8.469999999999999,29.98,10.28,8.379999999999999,9.46,38.58,15.42,11.54,35.58,24.78,21.08,34.980000000000004,7.869999999999999,28.58,9.29,17.98,12.44,27.48,8.23,16.78,9.05,27.531,9.848,18.58,62.353,15.36,8.56,23.08,30.48,58.32,22.18,6.966,7.921,15.338,8.559,25.458,29.211,9.201,9.708,22.08,9.201,15.034,9.841,9.479,16.571,9.771,7.28,9.84,10.48,10.48,8.56,8.56,0.0,8.561,8.247,7.927,9.209,6.64,8.88,9.2,10.399,11.621,26.189,8.88,8.88,48.424,24.302,7.925,21.263,20.762,19.615,11.573,25.28,10.69,14.16,17.747,9.22,9.01,9.22,9.11,11.85,9.39,8.59,8.562,9.83,27.78,17.98,10.69,8.57,10.667,57.48,21.78,9.98,7.926,13.541,6.088,6.145,6.247,6.130999999999999,6.132,6.199999999999999,6.125,6.1899999999999995,6.095,6.226999999999999,6.271,6.199,6.138,6.143,6.207,6.207,6.121
grenoble_m3-239,19.59,22.63,24.43,17.46,17.88,20.78,19.22,19.9,20.49,33.3,18.71,18.119999999999997,22.38,19.43,18.99,17.869999999999997,17.57,17.43,20.22,17.49,39.0,19.299999999999997,17.4,18.48,47.599999999999994,24.44,20.56,44.599999999999994,33.8,30.1,44.0,16.89,37.599999999999994,18.31,27.0,21.46,36.5,17.25,25.799999999999997,18.07,26.149,20.34,27.6,22.86,24.38,8.559,32.099999999999994,39.5,6.646,31.2,24.64,7.28,16.91,12.533,25.9,7.92,28.2,13.543,31.1,19.56,7.6,7.939,23.088,12.22,16.925,18.485,9.84,10.745,8.881,8.889,8.561,8.561,0.0,7.927,12.716,6.966,8.56,8.56,8.88,12.853,8.88,20.13,7.6,8.88,53.900000000000006,9.2,43.099999999999994,21.79,9.082,19.66,18.702,34.3,19.71,23.18,38.3,18.24,18.03,18.24,18.13,20.869999999999997,18.41,17.61,19.26,18.85,36.8,27.0,19.71,18.3,242.7,66.5,30.8,19.0,141.7,15.178999999999998,15.108,15.165,15.267,15.151,15.152,15.22,15.145,15.21,15.114999999999998,15.247,15.291,15.219,15.158,15.162999999999998,15.227,15.227,15.141
